"corpus","user/nelakrawiecova/1922_svehla"
"subcorpus","-"
"Item","Score","Freq","Ref_freq"
"Podkarpatská rus",887.150,6,404
"vhodný prostředek",821.460,3,60
"konkurenční schopnost",817.280,3,62
"osnova zákonů",643.260,2,0
"příslušná osnova",643.260,2,0
"odbytová podmínka",643.260,2,0
"invalidní pojištění",643.260,2,0
"klidný rozvoj",643.260,2,0
"justiční správa",643.260,2,0
"státní vydání",643.260,2,0
"využití vodních sil",643.260,2,0
"zabezpečení klidného rozvoje",643.260,2,0
"řešení poměru",643.260,2,0
"bedlivá pozornost",632.510,2,6
"složka obyvatelstva",630.650,2,7
"plné porozumění",626.960,2,9
"vodní síla",626.960,2,9
"stejná zásada",593.410,2,29
"nejširší vrstva",591.780,2,30
"hodnota měny",563.270,2,49
"národní shromáždění",555.060,4,453
"Branná moc",536.050,2,69
"mírová smlouva",512.970,3,303
"rychlý vzestup",512.560,2,88
"zvláštní zřetel",506.500,2,93
"vrstva obyvatelstva",471.940,2,125
"opatrovnická agenda",322.130,1,0
"přiměřený blahobyt",322.130,1,0
"cítění lidu",322.130,1,0
"státní dodávka",322.130,1,0
"výchovné dílo",322.130,1,0
"nezaměstnané dělnictvo",322.130,1,0
"důsledek složení",322.130,1,0
"přirozený důsledek složení",322.130,1,0
"samozřejmý důsledek",322.130,1,0
"těžký důsledek války",322.130,1,0
"soustavná elektrisace",322.130,1,0
"existence státních zaměstnanců",322.130,1,0
"soběstačná samostatná existence",322.130,1,0
"nákupní hodnota",322.130,1,0
"nákupní hodnota měny",322.130,1,0
"zvýšená hodnota měny",322.130,1,0
"zvýšená nákupní hodnota",322.130,1,0
"zvýšená nákupní hodnota měny",322.130,1,0
"finanční hospodářství",322.130,1,0
"hospodářství samosprávy",322.130,1,0
"řádné hospodářství",322.130,1,0
"hřích bývalého státního režimu",322.130,1,0
"dobrá jakost",322.130,1,0
"celkové národní jmění",322.130,1,0
"katastrofa německé marky",322.130,1,0
"přílišné kolísání",322.130,1,0
"konsolidace školství",322.130,1,0
"vnitrní konsolidace",322.130,1,0
"vnitrní konsolidace školství",322.130,1,0
"dočasná hospodářská krise",322.130,1,0
"hospodářská krise",322.130,1,0
"dalekosáhlý krok",322.130,1,0
"výrobní kruh",322.130,1,0
"dána možnost výdělku",322.130,1,0
"možnost čilého odbytu",322.130,1,0
"míra obého",322.130,1,0
"nejhojnější míra",322.130,1,0
"nejhojnější míra obého",322.130,1,0
"nabyvatel půdy",322.130,1,0
"novelisace lichevních předpisů",322.130,1,0
"přiměřená novelisace",322.130,1,0
"přiměřená novelisace lichevních předpisů",322.130,1,0
"mravní nárok",322.130,1,0
"oddělována jednotlivá oblast",322.130,1,0
"obor daní",322.130,1,0
"obor správy",322.130,1,0
"obor vnitřní správy",322.130,1,0
"obora veřejných prací",322.130,1,0
"nejhorší počáteční obtíž",322.130,1,0
"zemědělské obyvatelstvo",322.130,1,0
"ušlechtilý občan",322.130,1,0
"oběh statků",322.130,1,0
"vnitrozemský oběh",322.130,1,0
"vnitrozemský oběh statků",322.130,1,0
"těžká oběť",322.130,1,0
"čilý odbyt",322.130,1,0
"veliký odhodlanost",322.130,1,0
"opatření finančního rázu",322.130,1,0
"opatření potravin",322.130,1,0
"opatření sociálního rázu",322.130,1,0
"veliké sociální opatření",322.130,1,0
"oprava zákona",322.130,1,0
"střízlivá opravdovost",322.130,1,0
"nová organisace",322.130,1,0
"orgány moci",322.130,1,0
"podána příslušná osnova",322.130,1,0
"podána příslušná osnova zákonů",322.130,1,0
"příslušná osnova zákonů",322.130,1,0
"otázka znárodnění",322.130,1,0
"otázka znárodnění dolů",322.130,1,0
"dostatečný personál",322.130,1,0
"podmínka klidného vývoje",322.130,1,0
"základní podmínka klidného vývoje",322.130,1,0
"samostatný drobný podnikatel",322.130,1,0
