"corpus","user/nelakrawiecova/1954_siroky"
"subcorpus","-"
"Item","Score","Freq","Ref_freq"
"národné hospodárstvo",2704.220,28,0
"našej vlasti",2124.960,22,0
"Národný front",2028.420,21,0
"západná mocnost",1062.980,11,0
"nemecký militarizmus",966.440,10,0
"výstavba socializmu",869.890,9,0
"podstatná zvýšenie",773.350,8,0
"západný nemecko",676.810,7,0
"vláda národného frontu",676.810,7,0
"zvýšenie produktivity",676.810,7,0
"zvýšenie produktivity práce",676.810,7,0
"produktivita práce",587.490,22,901
"rozvoj národného hospodárstva",580.260,6,0
"jednotná roľníckycha",580.260,6,0
"Národná zhromaždenie",580.260,6,0
"západnom nemecku",580.260,6,0
"všetký ľudus",580.260,6,0
"Československá vláda",545.390,9,205
"ostatná krajina",483.720,5,0
"našej republiky",483.720,5,0
"vlastné nákladovo",483.720,5,0
"Parížske dohody",483.720,5,0
"podstatné zvýšenium",483.720,5,0
"západný štátovo",483.720,5,0
"strana československa",389.640,7,254
"umelý hnojíva",387.170,4,0
"všetký krajina",387.170,4,0
"mecký militaristovo",387.170,4,0
"politika národného frontu",387.170,4,0
"Sovietske sväzu",387.170,4,0
"spotrebný tovarovo",387.170,4,0
"upevnenium zväzku",387.170,4,0
"zaručenium mieru",387.170,4,0
"Vážená Národná zhromaždenie",387.170,4,0
"zvýšenium produktivity",387.170,4,0
"zvýšenium produktivity práce",387.170,4,0
"výrobný úsilium",387.170,4,0
"vláda republiky",370.150,4,16
"mierumilovný európskycha",290.630,3,0
"stavebná hmôta",290.630,3,0
"celé národné hospodárstvo",290.630,3,0
"krajina tábora",290.630,3,0
"demokratická krajína",290.630,3,0
"svetový mier",290.630,3,0
"útočný militarizmus",290.630,3,0
"náš štátu",290.630,3,0
"obnov nemeckého militarizmu",290.630,3,0
"obnova nemeckého militarizmu",290.630,3,0
"parížske dohody",290.630,3,0
"päťročný plán",290.630,3,0
"podpora výrobného úsilia",290.630,3,0
"potreba národného hospodárstva",290.630,3,0
"socialistický priemysl",290.630,3,0
"ťažký priemysl",290.630,3,0
"geologický prieskum",290.630,3,0
"značná prostriedka",290.630,3,0
"ratifikácie parížskych",290.630,3,0
"robotnícka trieda",290.630,3,0
"jednotná roľníckycha družstiev",290.630,3,0
"roľníckycha družstiev",290.630,3,0
"tohto roku",290.630,3,0
"tábor mieru",290.630,3,0
"veci mieru",290.630,3,0
"svetová vojna",290.630,3,0
"národný výbor",290.630,3,0
"hektárový výnos",290.630,3,0
"zaručenie bezpečnosti",290.630,3,0
"ľudovodemokratický zriadenium",290.630,3,0
"takzvaná záruka",290.630,3,0
"ďalšie posilnenie",290.630,3,0
"ľudovodemokratický štát",290.630,3,0
"traktorová stanice",277.060,3,17
"politika strany",238.810,3,75
"výkupný aparát",194.090,2,0
"vojnový blok",194.090,2,0
"budúcom roku",194.090,2,0
"dosiahnuť podstatné zvýšenie",194.090,2,0
"dovŕšenium výstavby",194.090,2,0
"dovŕšenium výstavby socializmu",194.090,2,0
"všetký druh",194.090,2,0
"elektrická energia",194.090,2,0
"európsk krajiny",194.090,2,0
"maštaľný hnoj",194.090,2,0
"jednota všetkého ľudu",194.090,2,0
"ostatná krajina tábora",194.090,2,0
"západná krajína",194.090,2,0
"kruh západných mocností",194.090,2,0
"mechanizácie poľnohospodárstva",194.090,2,0
"našom hospodárstve",194.090,2,0
"národ československa",194.090,2,0
"odvetvium národného hospodárstva",194.090,2,0
"vojnový plánovo",194.090,2,0
"priaznivý podmienka",194.090,2,0
"vykonávaná politika",194.090,2,0
"vykonávaná politika strany",194.090,2,0
"zvýšená požiadavka",194.090,2,0
"pracovníkov strojárenstva",194.090,2,0
"všetký pracujúci",194.090,2,0
"celý rad",194.090,2,0
"Ratifikácia parížskych",194.090,2,0
