"corpus","user/nelakrawiecova/1988_strougal"
"subcorpus","-"
"Item","Score","Freq","Ref_freq"
"hospodářský mechanismus",1188.010,11,0
"národní důchod",659.750,8,107
"federální vláda",493.870,12,559
"národní hospodářství",440.300,9,416
"výrobní hospodářská jednotka",432.640,4,0
"vláda republik",432.640,4,0
"nesocialistická zem",432.640,4,0
"technickoekonomická úroveň",432.640,4,0
"technické zásobování",426.670,4,5
"komplexní přestavba",418.410,4,12
"hospodářská jednotka",416.000,4,14
"materiálový náklad",413.610,4,16
"zasedání ústředního výboru",395.100,4,33
"uspokojování potřeb",394.020,4,34
"ústřední výbor strany",368.520,4,60
"léto pětiletky",324.730,3,0
"přírůstek národního důchodu",324.730,3,0
"růst národního důchodu",324.730,3,0
"upravený vlastní výkon",324.730,3,0
"socialistická republika",311.200,5,254
"příslušný resort",301.230,3,27
"pracovní kolektiv",297.760,4,156
"ekonomické řízení",292.550,3,38
"stupeň řízení",288.140,3,44
"federální shromáždění",285.420,7,568
"ekologický program",282.130,3,52
"ústřední výbor",276.750,8,731
"stát varšavské smlouvy",276.600,3,60
"plánovací komise",271.290,3,68
"centrální řízení",266.830,3,75
"ústřední orgán",264.450,4,219
"pětiletý plán",262.940,3,81
"národní výbor",241.030,7,736
"práce vlády",237.380,3,127
"výbor strany",228.790,4,307
"podniková sféra",220.900,3,162
"socialistická dělba",216.820,2,0
"socialistická dělba práce",216.820,2,0
"dnešní hospodářský mechanismus",216.820,2,0
"nový hospodářský mechanismus",216.820,2,0
"modernizace vybraných výrob",216.820,2,0
"období přestavby",216.820,2,0
"přípravné období přestavby",216.820,2,0
"plánovací orgán",216.820,2,0
"technickoekonomický parametr",216.820,2,0
"plán letošního roku",216.820,2,0
"experimentující podnik",216.820,2,0
"průmysl české socialistické republiky",216.820,2,0
"přestavba hospodářského mechanismu",216.820,2,0
"slovenská socialistická republika",216.820,2,0
"zvýšená samostatnost",216.820,2,0
"výrobní spotřeba",216.820,2,0
"uspokojování potřeb obyvatelstva",216.820,2,0
"užití produkce",216.820,2,0
"výbor lidové kontroly",216.820,2,0
"konkrétní východisko",216.820,2,0
"vybraná výroba",216.820,2,0
"nižší výchozí základna",216.820,2,0
"článek řízení",216.820,2,0
"vlastní výkon",215.340,3,175
"všeobecné strojírenství",213.820,2,5
"hmotná zainteresovanost",213.820,2,5
"nereálný úkol",213.820,2,5
"účinnost práce",213.820,2,5
"dělba práce",213.640,3,179
"výrobní družstevnictví",213.190,2,6
"lidová kontrola",213.190,2,6
"společenský organismus",213.190,2,6
"platební potíž",213.190,2,6
"bratrská strana",213.190,2,6
"výchozí základna",213.190,2,6
"závažné opatření",212.570,2,7
"nevýrobní sféra",212.570,2,7
"Vážená soudružka",211.320,2,9
"mechanismus řízení",210.300,2,11
"vědeckotechnický rozvoj",210.300,2,11
"nová soustava",210.300,2,11
"Česká socialistická republika",209.080,2,13
"inovační schopnost",209.080,2,13
"vážený soudruh",209.080,2,13
"efektivní výsledek",209.080,2,13
"základní záměr",209.080,2,13
"stavební kapacita",208.480,2,14
"vnitřní obchod",206.100,2,18
"vnitřní trh",204.890,9,1289
"mladé manželství",204.350,2,21
"výroba spotřebního zboží",202.820,2,24
"investiční rozvoj",202.260,2,25
"celospolečenský zájem",202.260,2,25
"ekonomická rovnováha",201.690,2,26
"hospodářská smlouva",201.690,2,26
"potřeba obyvatelstva",201.130,2,27
"nízká účinnost",199.470,2,30
"státní plánovací komise",198.010,2,33
"kožedělný průmysl",193.760,2,41
"tajemník ústředního výboru",193.240,2,42
"rada vzájemné hospodářské pomoci",189.860,2,49
"vzájemná hospodářská pomoc",188.370,2,52
"národní komise",181.130,2,68
"státní komise",176.850,2,78
