"corpus","user/nelakrawiecova/1932_maypetr"
"subcorpus","-"
"Item","Score","Freq","Ref_freq"
"vlastní státní správa",2507.260,4,0
"hospodářský život",2234.640,4,42
"správné posuzování",1254.130,2,0
"hospodářský ruch",1254.130,2,0
"slavná sněmovna",1254.130,2,0
"osobní vydání",1254.130,2,0
"vláda republiky",1198.980,2,16
"zákonodárný sbor",912.060,4,602
"hospodářský vztah",773.680,2,214
"ponižující almužnictví",627.570,1,0
"světová bouř",627.570,1,0
"nezaviněná bída",627.570,1,0
"doba zvýšeného hospodářského ruchu",627.570,1,0
"krátká doba zvýšeného hospodářského ruchu",627.570,1,0
"dobrovolník lidskosti",627.570,1,0
"dorozumění národů",627.570,1,0
"dělnictvo práce",627.570,1,0
"nezaměstnané dělnictvo",627.570,1,0
"nezaměstnané dělnictvo práce",627.570,1,0
"zoufalý hlad",627.570,1,0
"hodnocení skutečného stavu",627.570,1,0
"finanční hospodářství",627.570,1,0
"parlamentární úsporná komise",627.570,1,0
"úsporná komise",627.570,1,0
"lid republiky",627.570,1,0
"množství hodnot",627.570,1,0
"nespočitatelné množství",627.570,1,0
"nespočitatelné množství hodnot",627.570,1,0
"míra snesitelného zatížení",627.570,1,0
"nejcitlivější nerv",627.570,1,0
"náhrada platů",627.570,1,0
"náhrada platů učitelstva",627.570,1,0
"katastrofální následek světové bouře",627.570,1,0
"následek pořádku",627.570,1,0
"následek světové bouře",627.570,1,0
"následek velké nezaměstnanosti",627.570,1,0
"přirozený následek",627.570,1,0
"přirozený následek pořádku",627.570,1,0
"vylíčený názor",627.570,1,0
"nynější obmezování",627.570,1,0
"nynější obmezování mezinárodního obchodu",627.570,1,0
"obmezování mezinárodního obchodu",627.570,1,0
"mužná odhodlanost",627.570,1,0
"odčinění katastrofálních následků",627.570,1,0
"úplné odčinění",627.570,1,0
"úplné odčinění katastrofálních následků",627.570,1,0
"hospodářský omyl",627.570,1,0
"opatření úhrady",627.570,1,0
"osnova finančního zákona",627.570,1,0
"osnova zákonů",627.570,1,0
"potřebná osnova",627.570,1,0
"potřebná osnova zákonů",627.570,1,0
"ozdravění hospodářského života",627.570,1,0
"trvalé ozdravění",627.570,1,0
"trvalé ozdravění hospodářského života",627.570,1,0
"oživení hospodářského ruchu",627.570,1,0
"oživení společné odpovědnosti",627.570,1,0
"zlatá parita",627.570,1,0
"plat učitelstva",627.570,1,0
"souběžná platnost",627.570,1,0
"pravé pochopení",627.570,1,0
"bezpečný podklad",627.570,1,0
"bezpečný podklad zdravého hospodářského života",627.570,1,0
"jediný bezpečný podklad",627.570,1,0
"podklad zdravého hospodářského života",627.570,1,0
"řádné podnikání",627.570,1,0
"obsažena položka",627.570,1,0
"pomoc parlamentární úsporné komise",627.570,1,0
"hluboká porucha",627.570,1,0
"hluboká porucha vzájemných hospodářských vztahů",627.570,1,0
"porucha hospodářských vztahů",627.570,1,0
"porucha vzájemných hospodářských vztahů",627.570,1,0
"zmíněná porucha hospodářských vztahů",627.570,1,0
"posuzování skutečností",627.570,1,0
"správné posuzování skutečností",627.570,1,0
"nejdůležitější životní potřeba",627.570,1,0
"potřeba mužné odhodlanosti",627.570,1,0
"stoupající počet nezaměstnaných",627.570,1,0
"nejspolehlivější pramen",627.570,1,0
"ozdravovací proces",627.570,1,0
"ozdravovací proces vyrovnání",627.570,1,0
"tvrdé procitnutí",627.570,1,0
"odpovědnější práce",627.570,1,0
"příjem vydání",627.570,1,0
"řádný příjem",627.570,1,0
"poskytnuta příležitost",627.570,1,0
"výstižné anglické přísloví",627.570,1,0
"běžný hospodářský rok",627.570,1,0
"účelné rozdělení",627.570,1,0
"účelné rozdělení práce",627.570,1,0
"pravděpodobný rozpočet",627.570,1,0
"pravděpodobný rozpočet vlastní státní správy",627.570,1,0
"rozpočet státních podniků",627.570,1,0
"rozpočet vlastní státní správy",627.570,1,0
"zvýšený hospodářský ruch",627.570,1,0
"schodek vlastní státní správy",627.570,1,0
"kupní schopnost",627.570,1,0
"kupní schopnost zemědělství",627.570,1,0
"schopnost zemědělství",627.570,1,0
"bezstarostný sebeklam",627.570,1,0
